Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1749224256,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1749224257,4,,Aggregated,0.000000,0.000000,370,370,400,400,400,400,400,400,400,400,400,4,0,330.0,352.78137500426965,315.9267000010004,396.9748000090476,134.5
1749224258,8,,Aggregated,0.000000,0.000000,330,340,350,370,400,400,400,400,400,400,400,9,0,330.0,329.6367888914473,237.9174000088824,396.9748000090476,134.88888888888889
1749224259,16,,Aggregated,0.000000,0.000000,330,340,350,350,370,400,400,400,400,400,400,16,0,320.0,310.3731750015868,204.30789999954868,396.9748000090476,135.25
1749224260,20,,Aggregated,2.000000,0.000000,320,340,350,350,370,380,400,400,400,400,400,26,0,320.0,299.642076924591,204.30789999954868,396.9748000090476,135.26923076923077
1749224261,24,,Aggregated,3.333333,0.000000,320,330,340,350,360,380,400,400,400,400,400,34,0,320.0,296.3371735309278,204.30789999954868,396.9748000090476,134.8235294117647
1749224262,25,,Aggregated,4.000000,0.000000,320,330,350,350,370,390,460,460,460,460,460,48,0,310.0,295.56355416783236,204.30789999954868,456.9264000019757,135.10416666666666
1749224263,25,,Aggregated,5.600000,0.000000,260,330,340,350,360,390,400,460,460,460,460,58,0,260.0,286.5907224146087,204.30789999954868,456.9264000019757,135.17241379310346
1749224264,25,,Aggregated,5.833333,0.000000,260,320,330,340,360,380,400,460,460,460,460,68,0,260.0,280.8023647063665,204.30789999954868,456.9264000019757,135.16176470588235
1749224265,25,,Aggregated,7.285714,0.000000,250,290,330,340,360,380,400,460,460,460,460,79,0,250.0,275.0877012665195,204.30789999954868,456.9264000019757,135.25316455696202
1749224266,25,,Aggregated,7.250000,0.000000,250,260,320,330,350,370,400,460,460,460,460,95,0,250.0,268.1180863164819,204.30789999954868,456.9264000019757,135.16842105263157
1749224267,25,,Aggregated,8.000000,0.000000,250,260,300,320,350,360,390,400,460,460,460,103,0,250.0,265.56216990343495,204.30789999954868,456.9264000019757,135.09708737864077
1749224268,25,,Aggregated,8.200000,0.000000,240,260,280,320,350,360,390,400,460,460,460,117,0,240.0,262.63803760764887,204.30789999954868,456.9264000019757,135.0940170940171
1749224269,25,,Aggregated,9.600000,0.000000,240,250,280,300,340,360,390,400,460,460,460,127,7,240.0,251.21191653615966,66.45019999996293,456.9264000019757,135.28346456692913
1749224270,25,,Aggregated,10.000000,0.000000,240,250,270,290,340,360,390,400,460,460,460,136,11,240.0,245.0097757356322,63.228299986803904,456.9264000019757,135.375
1749224271,25,,Aggregated,10.800000,0.100000,240,250,260,280,340,360,380,400,460,460,460,152,21,240.0,232.56772105282596,61.865799987572245,456.9264000019757,135.5065789473684
1749224272,25,,Aggregated,11.300000,0.900000,240,250,260,270,330,360,380,400,460,460,460,161,22,240.0,231.4431857145413,61.865799987572245,456.9264000019757,135.52173913043478
1749224273,25,,Aggregated,11.300000,1.500000,230,250,250,270,330,360,380,400,460,460,460,172,32,230.0,222.52830697682438,61.865799987572245,456.9264000019757,135.7325581395349
1749224274,25,,Aggregated,11.700000,2.100000,230,240,250,260,330,350,380,400,460,460,460,185,41,230.0,216.0884897297758,56.74210000142921,456.9264000019757,135.8918918918919
1749224275,25,,Aggregated,11.000000,2.200000,230,240,250,260,330,350,380,400,460,460,460,192,44,230.0,214.01959427074266,56.74210000142921,456.9264000019757,135.88020833333334
1749224276,25,,Aggregated,11.600000,3.400000,230,240,250,260,320,350,370,390,460,460,460,211,55,230.0,207.89371611365897,56.74210000142921,456.9264000019757,136.0047393364929
1749224277,25,,Aggregated,11.500000,4.300000,230,240,250,260,320,350,370,390,460,460,460,217,56,230.0,207.28582672795983,56.74210000142921,456.9264000019757,135.94009216589862
1749224278,25,,Aggregated,11.200000,4.500000,220,240,250,260,320,350,370,390,460,460,460,231,69,220.0,199.83582857128653,56.74210000142921,456.9264000019757,136.0995670995671
1749224279,25,,Aggregated,11.500000,5.500000,220,240,250,250,310,340,370,390,460,460,460,243,75,220.0,197.7842271601285,56.74210000142921,456.9264000019757,136.11522633744855
1749224280,25,,Aggregated,11.300000,5.600000,220,240,250,250,300,340,360,390,460,460,460,254,82,220.0,195.8299988185699,56.74210000142921,456.9264000019757,136.17322834645668
1749224281,25,,Aggregated,11.400000,6.900000,220,240,250,250,300,340,360,390,460,460,460,265,87,220.0,194.2967373581234,56.74210000142921,456.9264000019757,136.16981132075472
1749224282,25,,Aggregated,11.400000,6.600000,220,240,250,250,300,340,360,390,460,460,460,277,95,220.0,192.08070433171994,56.74210000142921,456.9264000019757,136.23465703971118
1749224283,25,,Aggregated,11.400000,6.800000,220,230,250,250,300,340,360,390,460,460,460,290,105,220.0,188.26760724111628,56.74210000142921,456.9264000019757,136.31034482758622
1749224285,25,,Aggregated,11.300000,6.600000,220,230,240,250,290,340,360,380,460,460,460,302,113,220.0,185.98623841043812,56.74210000142921,456.9264000019757,136.3841059602649
1749224286,25,,Aggregated,11.600000,7.300000,220,230,240,250,290,340,360,380,460,460,460,313,121,220.0,183.8230626196779,56.74210000142921,456.9264000019757,136.42811501597444
1749224287,25,,Aggregated,11.600000,7.100000,220,230,240,250,280,330,360,380,460,460,460,325,127,220.0,183.08461261523638,56.74210000142921,456.9264000019757,136.48923076923077
1749224288,25,,Aggregated,11.500000,7.000000,220,230,240,250,280,330,360,380,460,460,460,339,136,220.0,181.02822330362915,56.74210000142921,456.9264000019757,136.54277286135692
1749224289,25,,Aggregated,11.900000,7.600000,210,230,240,250,280,330,360,380,460,460,460,348,142,210.0,179.61941321816826,56.74210000142921,456.9264000019757,136.56896551724137
1749224290,25,,Aggregated,11.400000,7.200000,210,230,240,250,280,330,360,380,460,460,460,362,149,210.0,178.79684226496084,56.74210000142921,456.9264000019757,136.59668508287294
1749224291,25,,Aggregated,11.600000,7.200000,210,230,240,250,270,330,360,380,460,460,460,375,159,210.0,176.36660613317508,56.74210000142921,456.9264000019757,136.64
1749224292,25,,Aggregated,11.900000,7.400000,210,230,240,250,270,330,360,380,460,460,460,387,163,210.0,176.55086614974704,56.74210000142921,456.9264000019757,136.63824289405684
1749224293,25,,Aggregated,11.900000,7.500000,210,230,240,250,270,330,360,380,460,460,460,397,170,210.0,175.02781032733134,56.74210000142921,456.9264000019757,136.65994962216624
1749224294,25,,Aggregated,11.900000,7.500000,210,230,240,250,270,320,360,370,460,460,460,409,179,210.0,173.14638924192352,56.74210000142921,456.9264000019757,136.68704156479217
1749224295,25,,Aggregated,12.100000,7.500000,210,230,240,250,270,320,360,370,460,460,460,423,188,210.0,171.8241458628123,56.74210000142921,456.9264000019757,136.68794326241135
1749224296,25,,Aggregated,11.900000,7.400000,210,230,240,250,270,320,360,380,920,920,920,430,190,210.0,173.90684534878156,56.74210000142921,922.3536000063177,136.69302325581396
1749224297,25,,Aggregated,11.900000,7.400000,210,230,240,250,270,320,360,380,920,920,920,443,198,210.0,172.99941264096995,56.74210000142921,922.3536000063177,136.7178329571106
1749224298,25,,Aggregated,12.100000,7.500000,210,230,240,240,270,320,360,380,920,920,920,455,208,210.0,171.00993934059312,56.74210000142921,922.3536000063177,136.76043956043955
1749224299,25,,Aggregated,11.700000,6.900000,210,230,240,240,270,320,360,380,920,920,920,465,212,210.0,170.76396580634673,56.74210000142921,922.3536000063177,136.74193548387098
1749224300,25,,Aggregated,11.800000,7.100000,200,230,240,240,270,320,360,380,920,920,920,481,223,200.0,169.54938170469603,56.74210000142921,922.3536000063177,136.75675675675674
1749224301,25,,Aggregated,11.600000,7.200000,210,230,240,240,270,320,360,380,920,920,920,486,225,200.0,169.60030390932863,56.74210000142921,922.3536000063177,136.7469135802469
1749224302,25,,Aggregated,11.700000,7.000000,200,230,240,240,270,320,360,380,920,920,920,499,234,200.0,168.6386941882683,56.74210000142921,922.3536000063177,136.7815631262525
1749224303,25,,Aggregated,11.900000,7.400000,200,230,240,240,270,320,360,370,920,920,920,513,243,200.0,167.63230487313956,56.74210000142921,922.3536000063177,136.80311890838206
1749224304,25,,Aggregated,11.300000,7.200000,200,230,240,240,270,310,360,370,920,920,920,521,245,200.0,167.98708905932233,56.74210000142921,922.3536000063177,136.7831094049904
1749224305,25,,Aggregated,11.300000,7.200000,200,230,240,240,270,310,360,370,920,920,920,538,258,200.0,166.244536988723,56.74210000142921,922.3536000063177,136.81598513011153
1749224306,25,,Aggregated,11.700000,7.400000,200,230,230,240,260,310,360,370,920,920,920,548,264,200.0,165.71227974439677,56.74210000142921,922.3536000063177,136.8102189781022
1749224307,25,,Aggregated,11.500000,7.000000,200,220,230,240,260,310,350,370,920,920,920,560,272,200.0,164.6896180355595,56.74210000142921,922.3536000063177,136.80535714285713
1749224308,25,,Aggregated,11.500000,7.000000,200,220,230,240,260,300,350,370,920,920,920,566,273,200.0,165.0710759715861,56.74210000142921,922.3536000063177,136.80035335689047
1749224309,25,,Aggregated,11.600000,7.400000,200,220,230,240,260,300,350,370,920,920,920,581,281,200.0,164.4942388983432,56.74210000142921,922.3536000063177,136.7986230636833
1749224310,25,,Aggregated,11.100000,6.500000,200,220,230,240,260,300,350,370,920,920,920,591,291,200.0,163.12964043978684,56.74210000142921,922.3536000063177,136.8358714043993
1749224311,25,,Aggregated,11.200000,6.600000,160,220,230,240,260,300,350,370,920,920,920,607,307,160.0,160.73201795709775,56.74210000142921,922.3536000063177,136.89291598023064
1749224312,25,,Aggregated,10.900000,6.700000,120,220,230,240,260,300,350,370,920,920,920,617,317,120.0,159.36723581839877,56.74210000142921,922.3536000063177,136.92706645056725
1749224313,25,,Aggregated,11.800000,7.900000,100,220,230,240,260,300,350,370,920,920,920,632,332,100.0,157.2443006328435,56.74210000142921,922.3536000063177,136.9762658227848
1749224314,25,,Aggregated,11.500000,8.000000,97,220,230,240,260,300,350,370,920,920,920,643,343,97,155.8012514774185,56.74210000142921,922.3536000063177,137.0108864696734
1749224315,25,,Aggregated,11.400000,8.400000,94,220,230,240,260,300,350,370,920,920,920,657,357,94,153.99273881275678,56.74210000142921,922.3536000063177,137.05327245053272
1749224316,25,,Aggregated,12.100000,9.500000,93,220,230,240,260,290,350,370,920,920,920,666,365,92,153.18520225220666,56.74210000142921,922.3536000063177,137.07057057057057
1749224317,25,,Aggregated,11.400000,9.400000,90,220,230,240,260,290,350,370,920,920,920,678,375,89,152.28281356930867,56.74210000142921,922.3536000063177,137.08997050147494
1749224318,25,,Aggregated,11.500000,9.900000,90,220,230,240,250,290,350,370,920,920,920,691,382,90,152.23736917515714,56.74210000142921,922.3536000063177,137.09406657018815
1749224319,25,,Aggregated,11.800000,10.300000,92,220,230,240,260,290,340,360,920,920,920,703,385,92,153.0826017070321,56.74210000142921,922.3536000063177,137.0782361308677
1749224320,25,,Aggregated,12.400000,10.900000,93,220,230,240,260,290,340,360,920,920,920,712,389,92,153.15138553378756,56.74210000142921,922.3536000063177,137.06460674157304
1749224321,25,,Aggregated,12.200000,10.700000,95,220,230,240,260,280,340,360,920,920,920,724,389,95,154.56756754147688,56.74210000142921,922.3536000063177,137.0303867403315
1749224322,25,,Aggregated,12.200000,10.700000,97,220,230,240,260,280,340,360,920,920,920,733,391,97,155.13184174627992,56.74210000142921,922.3536000063177,137.01227830832195
1749224323,25,,Aggregated,11.400000,8.500000,100,220,230,240,260,280,340,360,920,920,920,747,391,100.0,156.58719317273875,56.74210000142921,922.3536000063177,136.95850066934403
1749224324,25,,Aggregated,11.900000,7.700000,110,220,230,240,260,280,340,360,920,920,920,757,391,110.0,157.87384623517926,56.74210000142921,922.3536000063177,136.93527080581242
