Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1749223737,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1749223738,2,,Aggregated,0.000000,0.000000,360,360,360,360,360,360,360,360,360,360,360,2,0,354.58749999816064,359.3348499998683,354.58749999816064,364.082200001576,138.0
1749223739,4,,Aggregated,0.000000,0.000000,360,360,380,380,380,380,380,380,380,380,380,4,0,350.0,351.7264750007598,304.7606000036467,383.47559999965597,136.75
1749223740,6,,Aggregated,0.000000,0.000000,360,380,400,400,520,520,520,520,520,520,520,8,0,350.0,370.8401125022647,304.7606000036467,524.5037999993656,134.75
1749223741,10,,Aggregated,1.000000,0.000000,350,380,390,400,520,670,670,670,670,670,670,13,0,350.0,380.2851923078728,288.68329999386333,665.2340999862645,134.46153846153845
1749223742,10,,Aggregated,1.333333,0.000000,360,390,460,460,520,670,670,670,670,670,670,16,0,350.0,381.0514562501339,225.48949999327306,665.2340999862645,134.0
1749223743,10,,Aggregated,2.000000,0.000000,340,380,400,460,520,670,670,670,670,670,670,20,0,320.0,345.544835000328,197.6728000008734,665.2340999862645,133.7
1749223744,10,,Aggregated,2.600000,0.000000,310,360,390,400,470,520,670,670,670,670,670,23,0,310.0,328.6718217391551,197.6728000008734,665.2340999862645,133.69565217391303
1749223745,10,,Aggregated,2.833333,0.000000,290,340,360,390,470,520,670,670,670,670,670,29,0,290.0,308.17330689601005,197.6728000008734,665.2340999862645,134.13793103448276
1749223746,10,,Aggregated,3.000000,0.000000,240,310,350,380,460,520,670,670,670,670,670,33,0,240.0,297.91168484812124,197.6728000008734,665.2340999862645,134.24242424242425
1749223747,10,,Aggregated,2.875000,0.000000,240,300,340,360,460,520,670,670,670,670,670,38,0,230.0,288.4448605258704,197.6728000008734,665.2340999862645,134.3421052631579
