Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1749224071,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1749224072,2,,Aggregated,0.000000,0.000000,350,350,350,350,350,350,350,350,350,350,350,2,0,324.10309999249876,338.15060000051744,324.10309999249876,352.19810000853613,133.5
1749224073,6,,Aggregated,0.000000,0.000000,330,330,350,350,350,350,350,350,350,350,350,4,0,320.0,330.275749998691,316.7492999928072,352.19810000853613,135.0
1749224074,8,,Aggregated,0.000000,0.000000,320,330,330,330,350,350,350,350,350,350,350,7,0,320.0,312.04869999783114,214.31260000099428,352.19810000853613,134.85714285714286
1749224075,10,,Aggregated,2.000000,0.000000,320,320,330,330,330,350,350,350,350,350,350,12,0,310.0,288.8950666650392,214.31260000099428,352.19810000853613,134.33333333333334
1749224076,10,,Aggregated,2.333333,0.000000,310,320,330,330,350,350,350,350,350,350,350,16,0,310.0,284.08876249886816,201.27009999123402,352.19810000853613,133.75
1749224077,10,,Aggregated,3.000000,0.000000,290,320,320,330,350,350,350,350,350,350,350,20,0,260.0,274.00587999873096,201.27009999123402,352.19810000853613,134.0
1749224078,10,,Aggregated,3.000000,0.000000,230,310,320,320,330,350,350,350,350,350,350,25,0,230.0,262.7069719985593,201.27009999123402,352.19810000853613,134.08
1749224079,10,,Aggregated,3.000000,0.000000,230,290,320,320,330,350,350,350,350,350,350,28,0,230.0,257.8744142852624,200.60650000232272,352.19810000853613,133.89285714285714
1749224080,10,,Aggregated,2.833333,0.000000,230,240,310,320,330,350,350,350,350,350,350,33,0,230.0,252.7529909090266,200.60650000232272,352.19810000853613,134.12121212121212
1749224081,10,,Aggregated,3.571429,0.000000,230,260,300,310,330,350,350,350,350,350,350,39,0,230.0,253.2942794873051,200.60650000232272,352.19810000853613,134.17948717948718
1749224082,10,,Aggregated,3.500000,0.000000,230,260,290,310,320,330,350,350,350,350,350,41,0,230.0,252.5442439027091,200.60650000232272,352.19810000853613,134.3170731707317
1749224083,10,,Aggregated,3.900000,0.000000,230,240,270,300,320,330,350,350,350,350,350,48,0,230.0,248.54537916720196,200.60650000232272,352.19810000853613,134.64583333333334
1749224084,10,,Aggregated,3.900000,0.000000,230,240,270,290,320,330,350,350,350,350,350,51,0,230.0,248.83425686315533,200.60650000232272,352.19810000853613,134.68627450980392
1749224085,10,,Aggregated,3.900000,0.000000,230,240,270,290,320,330,350,350,350,350,350,57,0,230.0,247.76689649157208,200.60650000232272,352.19810000853613,134.7719298245614
1749224086,10,,Aggregated,4.300000,0.000000,230,240,270,290,320,330,350,350,350,350,350,60,0,230.0,247.22722666701884,200.60650000232272,352.19810000853613,134.81666666666666
1749224087,10,,Aggregated,4.500000,0.000000,230,240,260,280,320,330,350,350,350,350,350,63,0,230.0,246.85308412696781,200.60650000232272,352.19810000853613,134.93650793650792
1749224088,10,,Aggregated,4.500000,0.000000,230,240,260,270,320,330,350,350,350,350,350,69,0,230.0,245.09366231876007,197.93019999633543,352.19810000853613,134.94202898550725
1749224089,10,,Aggregated,4.500000,0.000000,230,240,250,270,310,330,350,350,350,350,350,74,0,230.0,243.92109729720883,197.93019999633543,352.19810000853613,135.02702702702703
1749224090,10,,Aggregated,4.400000,0.000000,230,240,250,260,310,330,350,350,350,350,350,78,0,230.0,242.93811410256566,197.93019999633543,352.19810000853613,135.06410256410257
1749224091,10,,Aggregated,4.400000,0.000000,230,240,250,260,310,320,350,350,350,350,350,84,0,230.0,242.33530952378283,197.93019999633543,352.19810000853613,135.0
1749224092,10,,Aggregated,4.400000,0.000000,230,240,250,260,310,320,350,350,350,350,350,88,0,230.0,241.10272500001884,197.93019999633543,352.19810000853613,134.9318181818182
1749224093,10,,Aggregated,4.300000,0.000000,230,240,240,260,300,320,350,350,350,350,350,95,0,230.0,239.84971999981147,197.93019999633543,352.19810000853613,134.8421052631579
1749224094,10,,Aggregated,4.300000,0.000000,230,240,240,260,300,320,350,350,350,350,350,97,0,230.0,239.5389701028837,197.93019999633543,352.19810000853613,134.8762886597938
1749224095,10,,Aggregated,4.600000,0.000000,230,240,240,250,290,320,330,350,350,350,350,102,0,230.0,238.51814901960702,197.93019999633543,352.19810000853613,134.87254901960785
1749224096,10,,Aggregated,4.700000,0.000000,230,240,240,250,300,320,350,350,360,360,360,106,0,230.0,238.90344622610291,197.93019999633543,357.31039999518543,134.82075471698113
1749224097,10,,Aggregated,4.500000,0.000000,230,240,240,250,290,320,350,350,360,360,360,113,0,230.0,238.27508053074249,197.93019999633543,357.31039999518543,134.7787610619469
1749224098,10,,Aggregated,4.600000,0.000000,230,240,240,250,300,330,350,350,360,360,360,118,0,230.0,238.41357288126918,197.93019999633543,357.31039999518543,134.75423728813558
1749224099,10,,Aggregated,5.000000,0.000000,230,240,240,250,290,320,350,350,360,360,360,123,0,230.0,237.86615203260124,197.93019999633543,357.31039999518543,134.739837398374
